Date,Ticker,Close,High,Low,Open,Volume,SMA20,STD,Upper,Lower,Signal,Position,Market Return,Strategy Return,Cumulative Market,Cumulative Strategy
2020-02-19,NVDA,7.8333916664123535,7.851064976481863,7.504573619906469,7.504573619906469,694332000,6.457755517959595,0.512006646108513,7.481768810176621,5.433742225742569,-1,-1.0,0.06113260465222936,-0.06113260465222936,1.2802572545229955,0.8273678751799424
2020-02-20,NVDA,7.684040546417236,7.873714406280778,7.376628997768017,7.785349300924621,810052000,6.530675482749939,0.5769437088357676,7.684562900421474,5.376788065078404,0,-1.0,-0.01906595844498593,0.01906595844498593,1.2558479229093684,0.8431424367068394
2020-02-21,NVDA,7.319875717163086,7.596919555494439,7.234995425038122,7.57177907094402,768180000,6.5819645643234255,0.599941737299712,7.781848038922849,5.382081089724002,0,-1.0,-0.047392361746964706,0.047392361746964706,1.1963303238476735,0.8831009480714672
2020-02-24,NVDA,6.802379608154297,7.016198847071832,6.67095192522647,6.725464522133134,856916000,6.61034095287323,0.5960688247339277,7.802478602341085,5.418203303405375,0,-1.0,-0.07069739009303178,0.07069739009303178,1.1117528922624915,0.9455338802888018
2020-02-25,NVDA,6.522846698760986,6.9395322172531095,6.421039910157294,6.877551968604878,1055496000,6.63753502368927,0.5778768986608133,7.793288821010896,5.4817812263676435,0,-1.0,-0.041093400470950336,0.041093400470950336,1.0660671854360118,0.9843890826903611
2020-02-26,NVDA,6.662240505218506,6.856395270291198,6.521603224363224,6.523096375608877,747732000,6.662028408050537,0.5674100186382954,7.796848445327128,5.527208370773946,0,0.0,0.021370087769194024,0.0,1.088849134756637,0.9843890826903611
2020-02-27,NVDA,6.291382312774658,6.650036066071049,6.198979120341221,6.348667152001121,906416000,6.671003198623657,0.5596164066313216,7.7902360118863,5.551770385361014,0,0.0,-0.05566568666402183,-0.0,1.0282375999968827,0.9843890826903611
2020-02-28,NVDA,6.726499557495117,6.786026182128024,6.0221438416779725,6.038831058815997,1133252000,6.701397800445557,0.5443345601308305,7.790066920707218,5.612728680183896,0,0.0,0.06916083351618174,0.0,1.0993513694653454,0.9843890826903611
2020-03-02,NVDA,6.884904384613037,6.913796208685939,6.500597234243079,6.896610661189124,890744000,6.751386880874634,0.5102679245368329,7.771922729948299,5.730851031800968,0,0.0,0.023549370034732897,0.0,1.1252404016630753,0.9843890826903611
2020-03-03,NVDA,6.622389316558838,7.000469890969992,6.536959920795298,6.94069434926956,652792000,6.7833962678909305,0.4785722220693141,7.740540712029559,5.826251823752302,0,0.0,-0.03812907970674073,-0.0,1.0823360206988188,0.9843890826903611
2020-03-04,NVDA,7.086148262023926,7.095612758485117,6.655016529258814,6.729736313171451,597408000,6.8301304340362545,0.45884500209197726,7.747820438220209,5.9124404298523,0,0.0,0.07002894624535139,0.0,1.158130871711744,0.9843890826903611
2020-03-05,NVDA,6.80669641494751,7.053519596677573,6.762113574248772,6.886646054345632,540328000,6.858374214172363,0.4376205219111982,7.733615257994759,5.983133170349967,0,0.0,-0.03943635339582918,-0.0,1.1124584133763,0.9843890826903611
2020-03-06,NVDA,6.626124858856201,6.684655282128576,6.42587639884421,6.627121046584288,515412000,6.87324583530426,0.42349898263750924,7.720243800579278,6.026247870029242,0,0.0,-0.026528516196898888,-0.0,1.0829465423386704,0.9843890826903611
2020-03-09,NVDA,6.113051891326904,6.460746629882328,5.932230732024252,5.975069660026909,614160000,6.865774393081665,0.43597566049209807,7.737725714065861,5.993823072097469,0,0.0,-0.07743182907933666,-0.0,0.9990920107702438,0.9843890826903611
2020-03-10,NVDA,6.502588272094727,6.502588272094727,6.126749508698685,6.389512656427825,580648000,6.863616466522217,0.43774626882859785,7.739109004179412,5.988123928865021,0,0.0,0.0637220798535163,0.0,1.0627562316615555,0.9843890826903611
2020-03-11,NVDA,6.138704299926758,6.391007242067107,6.041569111366097,6.362613755012243,499964000,6.837140965461731,0.46533014478814244,7.767801255038016,5.906480675885446,0,0.0,-0.05595986658567087,-0.0,1.0032845347246846,0.9843890826903611
2020-03-12,NVDA,5.387526035308838,5.880923631088162,5.374823569991074,5.61542030097447,816540000,6.76731927394867,0.5673189288474669,7.901957131643604,5.632681416253735,1,0.0,-0.1223675596537338,-0.0,0.8805150545720932,0.9843890826903611
2020-03-13,NVDA,5.99848222732544,6.002965310557186,5.469717358068509,5.740948881654663,634836000,6.730235886573792,0.5928536366194642,7.91594315981272,5.5445286133348635,0,1.0,0.11340199342193613,0.11340199342193613,0.9803672169985935,1.096020766970239
2020-03-16,NVDA,4.891635894775391,5.63135916515265,4.831860358542011,5.290388872874681,726972000,6.614150643348694,0.7091721338264821,8.032494911001658,5.19580637569573,1,1.0,-0.1845210655968822,-0.1845210655968822,0.7994688134417632,0.8937818471325785
2020-03-17,NVDA,5.411434173583984,5.500848782499545,4.757140801371482,5.003963981371742,833632000,6.51561713218689,0.7333475543969282,7.982312240980746,5.048922023393033,0,1.0,0.10626266753904856,0.10626266753904856,0.884422502172363,0.9887574904068643
2020-03-18,NVDA,5.051536560058594,5.228870825133974,4.500106913978049,4.983791035215268,874268000,6.3765243768692015,0.7340672700513508,7.844658916971903,4.9083898367665,0,1.0,-0.06650688190613818,-0.06650688190613818,0.8256023192652544,0.9229983127585655
2020-03-19,NVDA,5.304337024688721,5.397985319032711,4.816667755120164,5.03011605232648,765512000,6.257539200782776,0.7031911518301512,7.663921504443078,4.851156897122474,0,1.0,0.05004427101032305,0.05004427101032305,0.866918985477316,0.969189090464326
2020-03-20,NVDA,5.124512195587158,5.736464563837392,5.1090700982926585,5.454523011763873,804636000,6.14777102470398,0.6999732474251114,7.547717519554203,4.747824529853757,0,1.0,-0.033901471242226644,-0.033901471242226644,0.8375291564218166,0.9363321543856699
2020-03-23,NVDA,5.29736328125,5.391759319460472,4.944438220491036,5.123515921979336,643876000,6.072520208358765,0.7067611678969256,7.486042544152616,4.658997872564914,0,1.0,0.033730251595788685,0.033730251595788685,0.8657792255867331,0.9679148735303253
2020-03-24,NVDA,6.206202983856201,6.292877993394745,5.679928770404029,5.703589780089187,1101644000,6.056688022613526,0.6996532823624623,7.45599458733845,4.657381457888601,0,1.0,0.17156454151880363,0.17156454151880363,1.0143162414810258,1.1339747450367863
2020-03-25,NVDA,6.117534160614014,6.52101916570899,6.068717161877851,6.321269038602569,793432000,6.029452705383301,0.6852948957284808,7.400042496840262,4.65886291392634,0,0.0,-0.014287129098554452,-0.0,0.9998245743922259,1.1339747450367863
2020-03-26,NVDA,6.406948089599609,6.530982254261834,6.226624803465022,6.32475618614225,696108000,6.035230994224548,0.6881011500597113,7.411433294343971,4.6590286941051255,0,0.0,0.04730891914734281,0.0,1.0471251943436741,1.1339747450367863
2020-03-27,NVDA,6.294620990753174,6.55339945941165,6.193749477632969,6.226626055605705,638828000,6.013637065887451,0.6718507686144556,7.357338603116363,4.66993552865854,0,0.0,-0.017532075689636994,-0.0,1.028766916179915,1.1339747450367863
2020-03-30,NVDA,6.614916801452637,6.624132369122534,6.316038635709813,6.360123148529998,602252000,6.000137686729431,0.6559473488754497,7.3120323844803305,4.688242988978532,0,0.0,0.05088405023431575,0.0,1.0811147436222157,1.1339747450367863
2020-03-31,NVDA,6.565354347229004,6.859251158835112,6.419651057553096,6.655017435052641,949960000,5.997285938262939,0.6532180138414537,7.303721965945846,4.690849910580032,0,0.0,-0.007492528736377846,-0.0,1.0730144603383045,1.1339747450367863
2020-04-01,NVDA,6.054022789001465,6.513796948622078,6.009440415998275,6.367346891275583,656912000,5.945679664611816,0.6013806684383143,7.148441001488445,4.742918327735188,0,0.0,-0.07788331462160203,-0.0,0.9894445375302479,1.1339747450367863
2020-04-02,NVDA,6.362864971160889,6.376065293227348,6.035095373365499,6.083164649967465,675764000,5.9234880924224855,0.575571106639771,7.074630305702027,4.772345879142944,0,0.0,0.051014373900360566,0.0,1.0399204311214854,1.1339747450367863
2020-04-03,NVDA,6.074943542480469,6.366847416978658,5.937459675039854,6.325253614832786,663212000,5.8959290266036986,0.5529066811337218,7.001742388871142,4.7901156643362555,0,0.0,-0.04525028112106699,-0.0,0.992863739269697,1.1339747450367863
2020-04-06,NVDA,6.684905529022217,6.721767332555678,6.29960170224087,6.357135949134884,727884000,5.924521708488465,0.5789009967461263,7.082323701980718,4.766719714996212,0,0.0,0.100406198391219,0.0,1.0925534128502576,1.1339747450367863
2020-04-07,NVDA,6.451530456542969,6.930233591530364,6.408442129323046,6.906572113258992,784520000,5.9219688177108765,0.5763244627163039,7.0746177431434845,4.7693198922782685,0,0.0,-0.034910751014514796,-0.0,1.054411552684184,1.1339747450367863
2020-04-08,NVDA,6.64879035949707,6.673696955483691,6.490634021293906,6.560621323239945,542444000,5.947473120689392,0.5973244615575005,7.1421220438043935,4.752824197574391,0,0.0,0.030575675691656423,0.0,1.0866508983645915,1.1339747450367863
2020-04-09,NVDA,6.549162864685059,6.797480554675431,6.486149367867915,6.774566814953029,525564000,6.005554962158203,0.5964876819021685,7.19853032596254,4.8125795983538655,0,0.0,-0.014984303824485123,-0.0,1.0703681911523468,1.1339747450367863
2020-04-13,NVDA,6.721019744873047,6.729736982605259,6.400971230836599,6.489389199294084,398408000,6.041681838035584,0.6175456662028884,7.276773170441361,4.806590505629806,0,0.0,0.026241045418902154,0.0,1.0984557714713237,1.1339747450367863
2020-04-14,NVDA,7.072201728820801,7.106323421730624,6.821642176309914,6.849288410185477,530948000,6.150710129737854,0.5959297270889478,7.34256958391575,4.958850675559959,0,0.0,0.052251294785384816,0.0,1.1558515077951792,1.1339747450367863
2020-04-15,NVDA,6.994741916656494,7.077680613757875,6.858752533818394,6.904082169746486,366148000,6.22987551689148,0.5977162722640774,7.425308061419635,5.034442972363324,0,0.0,-0.010952715311929095,-0.0,1.1431917952874346,1.1339747450367863
2020-04-16,NVDA,7.339944839477539,7.447042857614191,7.13695722143633,7.150157540051876,745620000,6.344295930862427,0.5790173473243049,7.5023306255110365,5.186261236213817,0,0.0,0.04935177408032998,0.0,1.199610338498947,1.1339747450367863
2020-04-17,NVDA,7.280669212341309,7.443557578500332,7.146672196506865,7.422137875213669,539120000,6.443112540245056,0.5605423422424763,7.564197224730009,5.322027855760103,0,0.0,-0.008075759209717703,-0.0,1.1899225742597415,1.1339747450367863
2020-04-20,NVDA,7.149410724639893,7.310057761824691,7.105077280558592,7.154143210414438,449388000,6.544357466697693,0.4880188836503024,7.520395233998298,5.568319699397088,0,0.0,-0.01802835479449094,-0.0,1.1684702279130128,1.1339747450367863
2020-04-21,NVDA,6.712550640106201,7.092623585364658,6.652775099143894,7.031354000292277,735160000,6.615116834640503,0.39056254079643726,7.396241916233377,5.833991753047629,0,0.0,-0.06110434850638624,-0.0,1.0970716158872795,1.1339747450367863
2020-04-22,NVDA,7.126994609832764,7.169834008405409,6.859250031441919,6.904828590033302,483356000,6.661156415939331,0.3940784269822381,7.449313269903807,5.872999561974855,0,0.0,0.06174165260673625,0.0,1.1648066304801028,1.1339747450367863
2020-04-23,NVDA,7.073696613311768,7.301093042140449,7.0485410837859614,7.169088862955233,424160000,6.708964538574219,0.3824856551702135,7.473935848914646,5.943993228233792,0,0.0,-0.0074783270422940085,-0.0,1.15609582555634,1.1339747450367863
2020-04-24,NVDA,7.212674617767334,7.214666993730519,6.988765098308981,7.063484897574993,352328000,6.749250864982605,0.3913310886764086,7.531913042335422,5.966588687629788,0,0.0,0.019647153681149998,0.0,1.1788098179111814,1.1339747450367863
2020-04-27,NVDA,7.399224281311035,7.559124086988454,7.322512108091166,7.347169778968714,479388000,6.804481029510498,0.4016040270455476,7.607689083601593,6.001272975419403,0,0.0,0.025864145192986188,0.0,1.2092987261965538,1.1339747450367863
2020-04-28,NVDA,7.256757736206055,7.576557293960247,7.251278465842237,7.546669285035365,442904000,6.836573076248169,0.41118901594411894,7.658951108136407,6.014195044359932,0,0.0,-0.019254254187810238,-0.0,1.1860145811333702,1.1339747450367863
2020-04-29,NVDA,7.433594226837158,7.486395980728653,7.316284443519577,7.391502085625308,379160000,6.879985070228576,0.4265920250372032,7.733169120302983,6.02680102015417,0,0.0,0.02436852614616236,0.0,1.2149160084634485,1.1339747450367863
2020-04-30,NVDA,7.279673099517822,7.433595300797965,7.26572551817902,7.37954794805625,375916000,6.941267585754394,0.3879812975175938,7.717230180789581,6.165304990719207,0,0.0,-0.020706151374747073,-0.0,1.1897597736846008,1.1339747450367863
2020-05-01,NVDA,7.043060779571533,7.195488453972486,6.994742103688076,7.08216388606826,342096000,6.975277376174927,0.363661150125049,7.702599676425025,6.247955075924829,0,0.0,-0.03250315181899599,-0.0,1.151088831132396,1.1339747450367863
2020-05-04,NVDA,7.255014419555664,7.268713070765857,6.995737659529854,6.995737659529854,317556000,7.034280920028687,0.300066891463043,7.634414702954773,6.434147137102601,0,0.0,0.030093967185247816,0.0,1.1857296606437995,1.1339747450367863
2020-05-05,NVDA,7.316036224365234,7.478675656247142,7.255015083856229,7.359124557554137,368896000,7.065837454795838,0.29452631350983927,7.654890081815516,6.476784827776159,0,0.0,0.008410983256640803,0.0,1.195702812966377,1.1339747450367863
2020-05-06,NVDA,7.416906833648682,7.521763561061594,7.357629619153864,7.395487607433404,323464000,7.114106273651123,0.2663049578403053,7.646716189331733,6.581496357970512,0,0.0,0.013787603859520159,0.0,1.2121886896852712,1.1339747450367863
2020-05-07,NVDA,7.593245029449463,7.656507471374193,7.504827062686066,7.556134300220302,373732000,7.161329007148742,0.26316930682091544,7.687667620790573,6.634990393506912,0,0.0,0.02377516662347401,0.0,1.2410086777616292,1.1339747450367863
2020-05-08,NVDA,7.783281803131103,7.7895083335628446,7.631103062114562,7.664975824712747,339216000,7.223034954071045,0.25668217227775,7.736399298626544,6.709670609515545,-1,0.0,0.025027083011888385,0.0,1.2720675049584433,1.1339747450367863
2020-05-11,NVDA,8.035337448120117,8.082161612297496,7.74965950090156,7.778301926593448,469060000,7.288750839233399,0.28775661628115917,7.864264071795717,6.71323760667108,-1,-1.0,0.0323842373133163,-0.0323842373133163,1.3132624409175757,1.0972518377862077
2020-05-12,NVDA,7.773318290710449,8.141934370472924,7.763604866086952,8.093117844121359,493060000,7.323806667327881,0.30232497417607646,7.928456615680034,6.719156718975729,0,-1.0,-0.032608357657831544,0.032608357657831544,1.2704391095455385,1.1330314181534533
2020-05-13,NVDA,7.750903606414795,8.04828682508833,7.566346145958419,7.88788917695127,625852000,7.361614751815796,0.3062632656968615,7.974141283209518,6.749088220422073,0,-1.0,-0.0028835412956704776,0.0028835412956704776,1.266775745909529,1.136298561036991
2020-05-14,NVDA,8.000468254089355,8.005947525781878,7.658750581906968,7.812423868080642,602312000,7.394640922546387,0.3377944114394484,8.070229745425284,6.71905209966749,0,-1.0,0.03219813590095688,-0.03219813590095688,1.3075635635323601,1.09971186554466
2020-05-15,NVDA,8.45899772644043,8.468710679411975,7.844553927188607,7.860244959011465,987660000,7.453557348251342,0.4115720295407955,8.276701407332933,6.630413289169751,-1,-1.0,0.0573128294230405,-0.0573128294230405,1.3825037310088732,1.0366842669802052
2020-05-18,NVDA,8.71752643585205,8.883154936522256,8.64803744808191,8.727738194999874,774460000,7.531963133811951,0.4920741555195163,8.516111444850983,6.547814822772919,-1,-1.0,0.03056256991339934,-0.03056256991339934,1.4247565979433674,1.0050005315925015
2020-05-19,NVDA,8.772567749023438,9.053512667820137,8.729977275381751,8.757374578300341,717320000,7.6349639892578125,0.5259618741468881,8.686887737551588,6.583040240964037,-1,-1.0,0.006313868225856112,-0.006313868225856112,1.4337523233567009,0.9986550906691111
2020-05-20,NVDA,8.93645191192627,9.009178841811678,8.855505601923822,8.957373279418714,587536000,7.725436854362488,0.5861656449951687,8.897768144352824,6.55310556437215,-1,-1.0,0.018681435993592066,-0.018681435993592066,1.460536875616153,0.9799987795131012
2020-05-21,NVDA,8.74242877960205,9.018641133230217,8.704819730918908,9.01764542074487,761068000,7.808873462677002,0.6069113776516073,9.022696217980217,6.595050707373787,0,-1.0,-0.021711428007046285,0.021711428007046285,1.4288265343895765,1.0012759524614931
2020-05-22,NVDA,8.992494583129883,9.058995483829207,8.680665377164695,8.79224604634774,1038764000,7.897864460945129,0.6442296470568067,9.186323755058742,6.609405166831516,0,-1.0,0.02860369925017725,-0.02860369925017725,1.469696258859929,0.9726357562508499
2020-05-26,NVDA,8.685147285461426,9.147412735092006,8.639568714018836,9.122505659081677,770780000,7.962160611152649,0.6559082591175823,9.273977129387815,6.650344092917485,0,-1.0,-0.03417820214704903,0.03417820214704903,1.4194646830298525,1.0058786977434395
2020-05-27,NVDA,8.493365287780762,8.600462354723145,7.966841366961558,8.592741781218884,1175892000,8.023990988731384,0.6440914663655092,9.312173921462403,6.735808056000366,0,-1.0,-0.022081605685800976,0.022081605685800976,1.388120623614267,1.0280901145147572
2020-05-28,NVDA,8.4552583694458,8.727734947172333,8.347910474212675,8.380787043834765,734896000,8.075074195861816,0.6352560967229978,9.345586389307812,6.804562002415821,0,-1.0,-0.0044866689520329794,0.0044866689520329794,1.3818925859106201,1.0327028145114425
2020-05-29,NVDA,8.842306137084961,8.842306137084961,8.453266504327642,8.522506550037628,745256000,8.153205847740173,0.6283372672594343,9.409880382259042,6.896531313221304,0,-1.0,0.045775983503686835,-0.045775983503686835,1.4451500781271318,0.9854298275101557
2020-06-01,NVDA,8.773313522338867,8.807684611121646,8.65700041254573,8.800212965771475,389876000,8.23971848487854,0.5850672221898666,9.409852929258275,7.069584040498808,0,-1.0,-0.007802558933889037,0.007802558933889037,1.4338742094742305,0.9931187018145158
2020-06-02,NVDA,8.792243003845215,8.80419820713607,8.625618842521979,8.763352133490903,391320000,8.316579914093017,0.5487429221179545,9.414065758328926,7.219094069857109,0,-1.0,0.002157620545321759,-0.002157620545321759,1.436967965927999,0.9909759284995375
2020-06-03,NVDA,8.736702919006348,8.833091344234202,8.667462870934342,8.789256225705493,365440000,8.387613248825073,0.5024025471491261,9.392418343123325,7.3828081545268205,0,-1.0,-0.006316941514762142,0.006316941514762142,1.427890723328645,0.9972358654824062
2020-06-04,NVDA,8.737699508666992,8.91386805618609,8.648991204630128,8.699325211141465,424280000,8.45365288257599,0.45241008694389445,9.358473056463778,7.5488327086882006,0,-1.0,0.00011406930851176611,-0.00011406930851176611,1.4280536018360857,0.9971221114768074
2020-06-05,NVDA,8.890694618225098,8.967441310512191,8.679391222113672,8.765607205316844,481748000,8.51852536201477,0.41392586939983245,9.346377100814436,7.690673623215106,0,-1.0,0.017509770095246235,-0.017509770095246235,1.453058492087924,0.979662732547962
2020-06-08,NVDA,8.776071548461914,8.860542327386419,8.657213046795848,8.848083586142709,387736000,8.568164849281311,0.3791835588791968,9.326531967039704,7.8097977315229175,0,-1.0,-0.012892476312055146,0.012892476312055146,1.4343249698986498,0.9922930111211397
2020-06-09,NVDA,9.016280174255373,9.079820998793462,8.722499271335058,8.771089034057965,468488000,8.617211985588074,0.3699653702579614,9.357142726103998,7.877281245072152,0,-1.0,0.027370860010314857,-0.027370860010314857,1.4735836778590448,0.9651330980245292
2020-06-10,NVDA,9.335978507995604,9.468790996389746,9.123428908306751,9.137632847630083,632180000,8.69534499645233,0.34663696513464665,9.388618926721625,8.002071066183037,0,-1.0,0.03545789699981605,-0.03545789699981605,1.5258338561291809,0.9309115080436621
2020-06-11,NVDA,8.767354965209961,9.23082665783957,8.757138544853424,9.11994218628472,583652000,8.74616756439209,0.2660177827951803,9.278203129982451,8.21413199880173,0,-1.0,-0.06090668935223631,0.06090668935223631,1.432900367450796,0.9876102460784992
2020-06-12,NVDA,8.903151512145996,9.157064763567648,8.674654775201702,9.13239632481839,570908000,8.791301727294922,0.20162215831516508,9.194546043925252,8.388057410664592,0,-1.0,0.015488884329982522,-0.015488884329982522,1.4550943954986308,0.9723132652138838
2020-06-15,NVDA,9.143609046936035,9.152081218559193,8.715021532202238,8.786287390529921,400004000,8.825532293319702,0.20034683941800663,9.226225972155715,8.424838614483688,0,-1.0,0.02700813688972925,-0.02700813688972925,1.4943937841197357,0.9460528954472877
2020-06-16,NVDA,9.038707733154297,9.236307210352908,8.809712827165209,9.194694413065996,535716000,8.841591358184814,0.2040715685663419,9.249734495317497,8.433448221052132,0,-1.0,-0.01147263769079121,0.01147263769079121,1.4772491456671595,0.9569066175530784
2020-06-17,NVDA,9.205657958984377,9.26845071766497,9.040451978902558,9.083809970038748,408304000,8.863245868682862,0.21880786711817554,9.300861602919213,8.42563013444651,0,-1.0,0.0184705857030536,-0.0184705857030536,1.5045348026169674,0.9392319918637451
2020-06-18,NVDA,9.187715530395508,9.25200347717217,9.084555204995516,9.196685786834395,254408000,8.875809049606323,0.23015161339859466,9.336112276403512,8.415505822809134,0,-1.0,-0.0019490653105743716,0.0019490653105743716,1.5016023660246347,0.9410626163576684
2020-06-19,NVDA,9.23082160949707,9.413968049026774,9.19693387197048,9.212133973252003,524160000,8.900228691101074,0.2409130418886351,9.382054774878343,8.418402607323804,0,-1.0,0.004691708070298395,-0.004691708070298395,1.5086474459636916,0.936647425285847
2020-06-22,NVDA,9.49545192718506,9.499937531414169,9.242784751394272,9.269447433874996,398468000,8.925376558303833,0.2749040198758502,9.475184598055534,8.375568518552132,-1,-1.0,0.028668121742893016,-0.028668121742893016,1.5518975346116832,0.909795502867585
2020-06-23,NVDA,9.418953895568848,9.61082159286055,9.37659397631104,9.51962191479776,375108000,8.962066888809204,0.2897237395586838,9.541514367926572,8.382619409691836,0,-1.0,-0.008056281281062838,0.008056281281062838,1.5393950115534636,0.9171250713469322
2020-06-24,NVDA,9.205160140991213,9.52510570006673,9.114458536404824,9.44511859739185,449372000,8.997656631469727,0.2723134419639138,9.542283515397555,8.4530297475419,0,-1.0,-0.02269824833501033,0.02269824833501033,1.504453441295547,0.9379422039706291
2020-06-25,NVDA,9.458822250366213,9.473773313022312,9.152083553178723,9.32501361401537,376072000,9.047834825515746,0.25925586153467434,9.566346548585095,8.529323102446398,0,-1.0,0.02755651237890211,-0.02755651237890211,1.5459109311740897,0.9120957880162177
2020-06-26,NVDA,9.124923706054688,9.468790577384969,9.095022528277669,9.468790577384969,592084000,9.061965703964233,0.25513313885331845,9.572231981670871,8.551699426257596,0,-1.0,-0.03530022401029875,0.03530022401029875,1.4913399290036748,0.94429297365204
2020-06-29,NVDA,9.169775009155272,9.17426061310616,8.870760410375395,9.139624792643689,342248000,9.081788778305054,0.24679089071775992,9.575370559740573,8.588206996869534,0,-1.0,0.004915252395022662,-0.004915252395022662,1.4986702411615032,0.9396515353516938
2020-06-30,NVDA,9.466547966003418,9.494953941456858,9.236057866087853,9.283401475357346,367892000,9.115504026412964,0.25117383883585226,9.617851704084668,8.61315634874126,0,-1.0,0.03236425719844194,-0.03236425719844194,1.547173590302105,0.9092404113846607
2020-07-01,NVDA,9.49869155883789,9.544291875837256,9.382076302538872,9.489472258928007,326648000,9.153603458404541,0.24846780164874463,9.65053906170203,8.656667855107052,0,-1.0,0.003395492522713539,-0.003395492522713539,1.5524270066593158,0.9061530923664551
2020-07-02,NVDA,9.58067226409912,9.705510657234788,9.546783565117344,9.607333997458817,364056000,9.195752096176147,0.24568596094855566,9.687124018073257,8.704380174279036,0,-1.0,0.008630736639190228,-0.008630736639190228,1.5658255953053588,0.8983323236714524
2020-07-06,NVDA,9.806925773620604,9.87619742226624,9.680592179480623,9.709746232057746,315892000,9.241563653945922,0.2700262618201126,9.781616177586148,8.701511130305697,-1,-1.0,0.023615619372484575,-0.023615619372484575,1.6028035365677842,0.8771176494456278
2020-07-07,NVDA,9.83931827545166,10.036916783375403,9.81838735788152,9.913573604682442,357800000,9.29472599029541,0.27810188085050075,9.85092975199641,8.738522228594409,0,-1.0,0.003303023045018616,-0.003303023045018616,1.608097633585705,0.8742205096363163
2020-07-08,NVDA,10.1824369430542,10.191408150963474,9.93276018536047,9.96091711698672,365480000,9.353033828735352,0.33340153199740147,10.019836892730154,8.68623076474055,-1,-1.0,0.03487219927203622,-0.03487219927203622,1.6641755347129954,0.8437345178165776
2020-07-09,NVDA,10.47447681427002,10.53527629450627,10.199881559996632,10.346149921694394,494548000,9.409958744049073,0.41703903738744874,10.24403681882397,8.575880669274175,-1,-1.0,0.028680744388506207,-0.028680744388506207,1.7119053278417045,0.8195355837793208
2020-07-10,NVDA,10.444820404052734,10.620241799078489,10.34465049009707,10.553960573630798,497676000,9.493832015991211,0.4484953874806858,10.390822790952583,8.59684124102984,-1,-1.0,-0.0028313022925290365,0.0028313022925290365,1.7070584063623935,0.8218559367564843
