Date,Portfolio Daily Return,Cumulative Return
2020-10-01,0.005185571580679971,1.00518557158068
2020-10-02,-0.019059500235352113,0.9860272369425654
2020-10-05,0.026111387396632137,1.0117737761100036
2020-10-06,-0.005329895897499182,1.0063811272115177
2020-10-07,0.01802285582835996,1.0245189891756332
2020-10-08,0.010593582391887124,1.0353723154995182
2020-10-09,-0.0011923699762330987,1.0341377686362938
2020-10-12,0.01715229129716485,1.0518756008853436
2020-10-13,-0.00751257687361,1.0439733045722177
2020-10-14,-0.007275941919956619,1.036377415442165
2020-10-15,0.0026316053268538473,1.0391047517692735
2020-10-16,-0.01018138558284203,1.0285252256305473
2020-10-19,-0.01597807373778668,1.0120913737342487
2020-10-20,0.00045622956175106477,1.0125531197381397
2020-10-21,-0.008912461683380802,1.0035287788560858
2020-10-22,0.011298453518284037,1.0148671021182516
2020-10-23,0.006640275786251438,1.0216060995627105
2020-10-26,-0.01737094224560013,1.003859839009454
2020-10-27,0.010680258234506758,1.0145813213213253
2020-10-28,-0.04052497247022597,0.973465441205973
2020-10-29,0.020790034621225386,0.9937038214312115
2020-10-30,-0.019845945543298146,0.9739828295049204
2020-11-02,0.01800573102607772,0.9915201023570042
2020-11-03,0.011568710150189556,1.0029907110292586
2020-11-04,0.03380960133274528,1.0369014271096046
2020-11-05,0.030694936268578867,1.0687290503315325
2020-11-06,0.01947011683330001,1.0895373298046294
2020-11-09,0.007978104845053848,1.0982297728544106
2020-11-10,-0.01818426109571929,1.0782592759217335
2020-11-11,0.03430283531756775,1.1152466262933167
2020-11-12,-0.018075745413231016,1.095087712203474
2020-11-13,0.020488950340432924,1.117524909957229
2020-11-16,0.029567523188853195,1.1505673536465106
2020-11-17,0.004154169617976421,1.1553470055904644
2020-11-18,-0.008719416549998004,1.1452730537889284
2020-11-19,0.013606820260532847,1.1608565783810658
2020-11-20,-0.010858923735474936,1.1482509253286015
2020-11-23,0.029412194051508356,1.1820235043641905
2020-11-24,0.022263429024156713,1.2083394007584878
2020-11-25,0.022273205739804392,1.2352529928350935
2020-11-27,-0.0018907575125354124,1.2329174289590086
2020-11-30,-0.00703031876632263,1.2242496264208718
2020-12-01,0.005670993965544912,1.231192338664625
2020-12-02,-0.0073896916645833305,1.2220942069020961
2020-12-03,0.002898488418305656,1.2256364328068803
2020-12-04,0.020061323086031656,1.2502243212714303
2020-12-07,0.02599018388569545,1.2827178812796436
2020-12-08,-0.0037393246857734823,1.2779213826412914
2020-12-09,-0.02369926654149106,1.2476355831750048
2020-12-10,0.0069295242624873524,1.2562811042193587
2020-12-11,-0.0029806799469365266,1.2525365323242967
2020-12-14,-0.0006194212174654216,1.2517606846205245
2020-12-15,0.006972255364406189,1.2604882797688228
2020-12-16,0.0012487374898714214,1.2620622987393137
2020-12-17,0.006066224338031412,1.269718251772038
2020-12-18,-0.00814313471544107,1.259378764997204
2020-12-21,0.004470519933350337,1.2650088428697621
2020-12-22,-0.010650658678802528,1.2515356654586893
2020-12-23,0.000594344222869414,1.2522795084511695
2020-12-24,0.00022538257893701692,1.2525617504363344
2020-12-28,-0.005816776589343865,1.2452758785696887
2020-12-29,-0.0072493684254248516,1.2362484149346424
2020-12-30,0.011191192270043126,1.2500835086397122
2020-12-31,-0.007771941309054931,1.2403679329791468
2021-01-04,0.0009114675543137271,1.2414984881054687
2021-01-05,0.019363295313275054,1.2655379899616392
2021-01-06,-0.00628916965471561,1.2575788068382827
2021-01-07,0.03453811030374631,1.301013202384517
2021-01-08,-0.004542978300313749,1.2951027276376623
2021-01-11,0.007367294934474645,1.3046441314026116
2021-01-12,0.0030542326402493445,1.3086288180926513
2021-01-13,-0.009378953485774489,1.2963552492776163
2021-01-14,0.0027423338648396747,1.299910288178573
2021-01-15,-0.014346133662889605,1.2812616014345977
2021-01-19,0.02459317752898508,1.3127718954597505
2021-01-20,0.009168184173064886,1.324807629974549
2021-01-21,0.0013574327067173765,1.3266059671815853
2021-01-22,0.020207820738255167,1.3534137827566906
2021-01-25,0.014756848508589394,1.373385904918268
2021-01-26,-0.007911511278433604,1.3625203468418654
2021-01-27,-0.01904644728970344,1.3365691748745934
2021-01-28,-0.00062260765097425,1.3357370166802602
2021-01-29,-0.02023326582769581,1.3087106945458753
2021-02-01,0.016957365377055635,1.33090297996615
2021-02-02,0.0015551484684038228,1.3329727316970383
2021-02-03,0.005655606745916731,1.3405115012705473
2021-02-04,0.002830964441069428,1.3443064416634887
2021-02-05,0.009252821038953486,1.3567450685897133
2021-02-08,0.03057454458677076,1.3982269311821907
2021-02-09,0.005138898623485266,1.4054122776341629
2021-02-10,0.0009179091304037162,1.4067023183957847
2021-02-11,-0.0011779945208720282,1.4050452307722165
2021-02-12,-0.00012664477089778785,1.4048672891408645
2021-02-16,-0.006277862562582326,1.3960477253809704
2021-02-17,-0.008289399631413697,1.3844753278807616
2021-02-18,-0.015446040363327085,1.3630906660842848
2021-02-19,0.016935370756952384,1.3861751118897634
2021-02-22,-0.010928611997570082,1.3710261419312317
2021-02-23,-0.006851053190638079,1.3616331689071055
2021-02-24,0.017170833112904547,1.3850135448114047
2021-02-25,-0.043940427966550955,1.3241554569129217
2021-02-26,0.003387264127369849,1.3286407211911837
2021-03-01,0.022179869978731406,1.3581097996356521
2021-03-02,-0.011206549283939982,1.3428900752330335
